,문서 번호,리뷰 데이터,Token,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
196,196,"사실 그렇게까지 절절할게 없는 것 같은데도 김혜윤이 연기를 심각하게 잘해서 솔이가 울 때 마다 나까지 눈물난다.
가볍게 보기 시작했는데 구성이 좋달까 서사가 은근히 탄탄하다. 그 시절 구현이 리얼하다는건 동년배라면 다 느낄 정도로 연출이 정성스러움. 소품팀이나 로케이션 잡는 스태프들 임금 더 드려.. 캔모아나 세기말 노래방 보고 진짜 진심이구나 싶었다. 그리고 배우들이 10대 스타일링과 30대 스타일링을 모두 소화해내는게 이입이 잘되는 또다른 포인트이기도 하다. 보면서 내내 캐릭터들이 풋풋하고 귀여워서 미소 지어지는거 보니 나도 나이 많이 먹었구나... 암튼 아련하이 재미가 쏠쏠","['절절', '김혜윤', '연기', '눈물', '시작', '구성', '서사', '시절', '구현', '동년배', '정도', '연출', '정성', '소품', '로케', '스태프', '임금', '모아', '세기말', '노래방', '진심', '배우', '스타일링', '스타일링', '소화', '이입', '포인트', '캐릭터', '미소', '나이', '재미']",11,0.3562,"[(0, 0.3304072), (5, 0.068627104), (11, 0.35620904), (16, 0.19187057)]"
197,197,"설정은 좋은데..
잔가지가 너무 산만해서 지루하고 몰입도가 떨어진다. 솔선만 몰아서 보면 줄거리고 뭐고 흐뭇해짐 ㅜㅠ","['설정', '입도', '솔선']",17,0.3462,"[(0, 0.012820593), (1, 0.012820593), (2, 0.012820593), (3, 0.012820593), (4, 0.012820593), (5, 0.012820593), (6, 0.012820593), (7, 0.012820593), (8, 0.012820593), (9, 0.012820593), (10, 0.012820593), (11, 0.012820593), (12, 0.012820593), (13, 0.012820593), (14, 0.012820593), (15, 0.012820593), (16, 0.012820593), (17, 0.346153), (18, 0.3461528), (19, 0.012820593), (20, 0.012820593), (21, 0.012820593), (22, 0.012820593), (23, 0.012820593), (24, 0.012820593), (25, 0.012820593)]"
198,198,선재 지켜야해,['선재'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
199,199,"나만 널 잃으면, 아무도 너를 잃지 않아도 되는.
아주 간단한 답이 있는 문제였다.",['문제'],22,0.5192,"[(0, 0.01923084), (1, 0.01923084), (2, 0.01923084), (3, 0.01923084), (4, 0.01923084), (5, 0.01923084), (6, 0.01923084), (7, 0.01923084), (8, 0.01923084), (9, 0.01923084), (10, 0.01923084), (11, 0.01923084), (12, 0.01923084), (13, 0.01923084), (14, 0.01923084), (15, 0.01923084), (16, 0.01923084), (17, 0.01923084), (18, 0.01923084), (19, 0.01923084), (20, 0.01923084), (21, 0.01923084), (22, 0.519229), (23, 0.01923084), (24, 0.01923084), (25, 0.01923084)]"
200,200,그래요 우리 셋이 어부바하고 잘 살아봅시다,['어부바'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
201,201,"90년생의 응답하라
솔이와 선재의 그 미소","['응답', '선재', '미소']",12,0.3462,"[(0, 0.01282072), (1, 0.01282072), (2, 0.3461463), (3, 0.01282072), (4, 0.01282072), (5, 0.01282072), (6, 0.01282072), (7, 0.01282072), (8, 0.01282072), (9, 0.01282072), (10, 0.01282072), (11, 0.01282072), (12, 0.34615642), (13, 0.01282072), (14, 0.01282072), (15, 0.01282072), (16, 0.01282072), (17, 0.01282072), (18, 0.01282072), (19, 0.01282072), (20, 0.01282072), (21, 0.01282072), (22, 0.01282072), (23, 0.01282072), (24, 0.01282072), (25, 0.01282072)]"
202,202,김혜윤은 연기천재만재야………..🥺🥺🥺🥺,"['김혜윤', '연기', '천재', '재야']",17,0.5192,"[(0, 0.019230789), (1, 0.019230789), (2, 0.019230789), (3, 0.019230789), (4, 0.019230789), (5, 0.019230789), (6, 0.019230789), (7, 0.019230789), (8, 0.019230789), (9, 0.019230789), (10, 0.019230789), (11, 0.019230789), (12, 0.019230789), (13, 0.019230789), (14, 0.019230789), (15, 0.019230789), (16, 0.019230789), (17, 0.51923025), (18, 0.019230789), (19, 0.019230789), (20, 0.019230789), (21, 0.019230789), (22, 0.019230789), (23, 0.019230789), (24, 0.019230789), (25, 0.019230789)]"
203,203,8화까지는 정말 좋았음. 인생드라고 생각했음. 근데... 마지막 타임슬립인 20대부터가 너무 별로임ㅠ 어느 순간부터 스릴러 요소가 너무 뇌절이라는 느낌이 확 들었고 무엇보다 19살 선재는 정말 완벽하게 소화한 변우석의 20대 연기는 묘하게 어색하고 몰입이 되지 않았음. 어딘가 허술하고 답답한 전개는 덤. 그래도 8화까지는 진짜 너무 완벽한 서사였어서 그 정으로 아직까진 꾸역꾸역 보는중..,"['인생', '드라고', '생각', '마지막', '타임', '슬립', '순간', '스릴러', '요소', '느낌', '선재', '완벽', '소화', '변우석', '연기', '몰입', '전개', '완벽', '서사']",10,0.6984,"[(7, 0.23063156), (10, 0.6983611)]"
204,204,역시 둘이 이어지니까 그시점부터 팍식… 고딩솔선이 좋았음,"['시점', '솔선']",7,0.6795,"[(0, 0.012820595), (1, 0.012820595), (2, 0.012820595), (3, 0.012820595), (4, 0.012820595), (5, 0.012820595), (6, 0.012820595), (7, 0.6794851), (8, 0.012820595), (9, 0.012820595), (10, 0.012820595), (11, 0.012820595), (12, 0.012820595), (13, 0.012820595), (14, 0.012820595), (15, 0.012820595), (16, 0.012820595), (17, 0.012820595), (18, 0.012820595), (19, 0.012820595), (20, 0.012820595), (21, 0.012820595), (22, 0.012820595), (23, 0.012820595), (24, 0.012820595), (25, 0.012820595)]"
205,205,"누군가는 완벽한 드라마라고 생각하지 않을 수도 있다. 하지만 나에게는 삶의 의미를 되찾아준 소중한 드라마다.
매 화를 기다리는 하루하루가 행복했다. 삶이 지치고 힘들 때, 솔이와 선재를 추억하면서 힘을 얻을 수 있을 것이다.
이런 감정을 느끼게 해주는 드라마를 다시 만날 수 있을까.","['완벽', '드라마', '생각', '의미', '드라마', '하루하루', '행복', '선재', '추억', '감정', '드라마']",11,0.2791,"[(5, 0.25961697), (11, 0.2790954), (23, 0.24013123)]"
206,206,"다 좋은데 태성이의 존재가 거슬림
어하루때도못느꼈던 오글거림이 느껴짐 ㅜㅜ
일단 더 볼게요","['태성', '존재', '하루']",25,0.5014,"[(0, 0.26779255), (25, 0.5014359)]"
207,207,"내 인생 선재 없어서 노잼
오랜만에 느끼는 이런 설렘🩷","['인생', '선재', '오랜만']",5,0.3462,"[(0, 0.012820543), (1, 0.012820543), (2, 0.012820543), (3, 0.012820543), (4, 0.012820543), (5, 0.34615353), (6, 0.012820543), (7, 0.34615347), (8, 0.012820543), (9, 0.012820543), (10, 0.012820543), (11, 0.012820543), (12, 0.012820543), (13, 0.012820543), (14, 0.012820543), (15, 0.012820543), (16, 0.012820543), (17, 0.012820543), (18, 0.012820543), (19, 0.012820543), (20, 0.012820543), (21, 0.012820543), (22, 0.012820543), (23, 0.012820543), (24, 0.012820543), (25, 0.012820543)]"
208,208,이야~~~ 선재야 사랑한다,"['선재', '사랑']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
209,209,"우리 선재한텐 교복과.. 사랑이 잘 어울리네
정장도...여름도...겨울도...덮머도 깐머도...소년도 어른도 슬픔도 기쁨도 분노도 웃음도 모두...🥰🥰 누나 등도 어울릴 것 같은데 업혀 보아..","['선재', '교복', '사랑', '정장', '여름', '겨울', '소년', '어른', '슬픔', '기쁨', '분노', '웃음', '누나']",23,0.7596,"[(23, 0.7596081)]"
210,210,"아니 백날천날 티빙에서만 서비스할거예요?
얼른 글로벌 서비스 송출해 이건 딴나라에서도 봐야돼
수원 화성 행궁동 청사초롱 싸이월드 임솔 류선재 등등등
한국의 미(?) 수출해~
내 학창시절하고 단 2년차이라 진짜 옛날 생각나고 미침ㅋㅋㅋ","['티빙', '서비스', '글로벌', '서비스', '송출', '나라', '수원', '화성', '행궁동', '청사초롱', '싸이월드', '선재', '한국', '수출', '학창', '시절', '차이', '옛날', '미침']",21,0.5064,"[(0, 0.17307709), (20, 0.17307116), (21, 0.50641376)]"
211,211,"흔한 아이돌을 소재로 한 드라마 인 줄 알고 안볼 생각이였는데 생각 비꾸고 선업튀 본 나 칭찬해
보면 볼수록 상견니 생각나고 설레이다 못해 현생 망칠지경 솔선재 때문에 월요병 치료됐잖아","['아이돌', '소재', '드라마', '생각', '생각', '선업', '칭찬', '상견', '현생', '선재', '월요병', '치료']",1,0.8626,"[(1, 0.862635)]"
212,212,나 선업튀 때문에 또라이 됐다,['선업'],15,0.5192,"[(0, 0.019230783), (1, 0.019230783), (2, 0.019230783), (3, 0.019230783), (4, 0.019230783), (5, 0.019230783), (6, 0.019230783), (7, 0.019230783), (8, 0.019230783), (9, 0.019230783), (10, 0.019230783), (11, 0.019230783), (12, 0.019230783), (13, 0.019230783), (14, 0.019230783), (15, 0.51923037), (16, 0.019230783), (17, 0.019230783), (18, 0.019230783), (19, 0.019230783), (20, 0.019230783), (21, 0.019230783), (22, 0.019230783), (23, 0.019230783), (24, 0.019230783), (25, 0.019230783)]"
213,213,캐스팅 무슨일…,['캐스팅'],1,0.5192,"[(0, 0.019230831), (1, 0.5192292), (2, 0.019230831), (3, 0.019230831), (4, 0.019230831), (5, 0.019230831), (6, 0.019230831), (7, 0.019230831), (8, 0.019230831), (9, 0.019230831), (10, 0.019230831), (11, 0.019230831), (12, 0.019230831), (13, 0.019230831), (14, 0.019230831), (15, 0.019230831), (16, 0.019230831), (17, 0.019230831), (18, 0.019230831), (19, 0.019230831), (20, 0.019230831), (21, 0.019230831), (22, 0.019230831), (23, 0.019230831), (24, 0.019230831), (25, 0.019230831)]"
214,214,선재가 개연성이다. 이 드라마는 개연성이 떨어져도 그냥 받아들이면 웃고 울게 된다.,"['선재', '개연', '드라마', '개연']",22,0.6795,"[(0, 0.012820536), (1, 0.012820536), (2, 0.012820536), (3, 0.012820536), (4, 0.012820536), (5, 0.012820536), (6, 0.012820536), (7, 0.012820536), (8, 0.012820536), (9, 0.012820536), (10, 0.012820536), (11, 0.012820536), (12, 0.012820536), (13, 0.012820536), (14, 0.012820536), (15, 0.012820536), (16, 0.012820536), (17, 0.012820536), (18, 0.012820536), (19, 0.012820536), (20, 0.012820536), (21, 0.012820536), (22, 0.6794866), (23, 0.012820536), (24, 0.012820536), (25, 0.012820536)]"
215,215,"봄여름가을 중에도 네가 나인 줄도 모르도 나에게
달려왔던 그 여름밤, 그 빗속","['봄여름', '가을', '여름밤', '빗속']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
216,216,이런 드라마는 <대추나무 사랑걸렸네>처럼 일일드라마로 만들어서 오래 오래 방영해야 한다.,"['드라마', '대추나무', '사랑', '드라마', '방영']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
217,217,"선솔 업고 튈거임
진짜로",['진짜'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
218,218,제발 넷플릭스에도 올려라 ㅠㅠ!!  우석이 유명해지지 않았으면 하지만 그래도 더 유명해졌으면 좋겠엌ㅋㅋㅋㅋ 무슨 맘인지 알쥬? 이렇게 좋은 건 전세계가 공유해야함!!,"['넷플릭스', '우석', '세계', '공유']",17,0.6795,"[(0, 0.01282061), (1, 0.01282061), (2, 0.01282061), (3, 0.01282061), (4, 0.01282061), (5, 0.01282061), (6, 0.01282061), (7, 0.01282061), (8, 0.01282061), (9, 0.01282061), (10, 0.01282061), (11, 0.01282061), (12, 0.01282061), (13, 0.01282061), (14, 0.01282061), (15, 0.01282061), (16, 0.01282061), (17, 0.6794847), (18, 0.01282061), (19, 0.01282061), (20, 0.01282061), (21, 0.01282061), (22, 0.01282061), (23, 0.01282061), (24, 0.01282061), (25, 0.01282061)]"
219,219,김혜윤이 너무 좋다 ..,['김혜윤'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
220,220,"두 번 다시없을 내 인생 드라마
마지막회가 오지 않았으면 좋겠다
선업튀없이 월화를 어떻게 보내ㅠㅠ","['인생', '드라마', '마지막', '선업', '월화']",15,0.208,"[(7, 0.20769262), (10, 0.20735495), (13, 0.20770097), (15, 0.20801939)]"
221,221,이성적이고 객관적인 평가가 불가능함,"['이성', '평가', '가능']",22,0.6795,"[(0, 0.01282065), (1, 0.01282065), (2, 0.01282065), (3, 0.01282065), (4, 0.01282065), (5, 0.01282065), (6, 0.01282065), (7, 0.01282065), (8, 0.01282065), (9, 0.01282065), (10, 0.01282065), (11, 0.01282065), (12, 0.01282065), (13, 0.01282065), (14, 0.01282065), (15, 0.01282065), (16, 0.01282065), (17, 0.01282065), (18, 0.01282065), (19, 0.01282065), (20, 0.01282065), (21, 0.01282065), (22, 0.6794837), (23, 0.01282065), (24, 0.01282065), (25, 0.01282065)]"
222,222,"2화를 능가하는 10화 엔딩.

내생에 더없을 엔딩. 돌고 돌던 극본을 보고 하겠다고 한 변우석 배우에게 평생 고마워하며 살기로 했다. 세상 밖으로 꺼내주셔서 진심으로 감사드립니다.","['능가', '엔딩', '내생', '엔딩', '극본', '변우석', '배우', '평생', '세상', '진심', '감사']",20,0.6077,"[(10, 0.2076942), (20, 0.6076847)]"
223,223,"나 도대체 몇살까지 이런거 좋아하냐 ㅜㅜ 10화까지 봤는데 갓벽- 더 이상 좋을 수 있나 싶은 수준의 서사. 원래도 학원물 좋아하는데, 선업튀는 어하루 다음 내 학원물 원톱으로 올라설 것 같다.

모르는 시간속에 뛰어들고, 위험에 다시 맞선다해도 다시 뛰어들고, 슬픔에 갇혀도 다시 뛰어들고, 그렇게까지 지키고 싶은 선재.","['이상', '수준', '서사', '원래', '학원', '선업', '하루', '다음', '학원', '시간', '위험', '슬픔', '선재']",15,0.6298,"[(4, 0.25480673), (15, 0.6298067)]"
